Product,Type,Category,Fabric,Release,Colors,Price,Re-up,Historic,MWU,InSitu,Image,Release Name
Slim Dungarees (Long),Pants,Clothes,Workcloth,2017-04-25,"Black, Bluetint Gray, Steel",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,https://outlier.nyc/productentries/products/slimdungarees/202-Outlier-SlimDungarees-palesteel-flat.jpg,
OG Climbers,Pants,Clothes,OG,2017-04-20,"Black, Charcoal, Steel",198,TRUE,FALSE,Men,http://shop.outlier.nyc/shop/retail/og-climbers.html,https://outlier.nyc/productentries/products/ogclimbers/201-Outlier-OGClimbers-steel.jpg,
New Way Shorts,Shorts,Clothes,F. Cloth,2017-04-18,"Charcoal, Flat Black",120,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,https://outlier.nyc/productentries/products/newwayshorts/201-Outlier-NewWayShorts-charcoal.jpg,
"Wool 6,6 Cargos",Shorts,Clothes,"Wool 6,6",2017-04-18,Black/Navy,240,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/wool-66-cargos.html,https://outlier.nyc/productentries/products/wool66cargoshorts/201-Outlier-Wool66CargoShorts-front.jpg,
Futureworks,Pants,Clothes,F. Cloth,2017-04-18,"Dark Navy, Flat Black",140,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,https://outlier.nyc/productentries/products/futureworks/202-OUTLIER-Futurework-Back2.jpg,
Breezy Linen Short Sleeve,Shirt,Clothes,Linen,2017-04-13,"Dark Storm, Natural, Royal Navy, Washed Blue",125,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/breezy-linen-short-sleeve.html,https://outlier.nyc/productentries/products/breezylinenshortsleeve/203-Outlier-BreezyLinenShortSleeve-washedblue.jpg,
Breezy Linen Pivot,Shirt,Clothes,Linen,2017-04-13,"Dark Storm, Natural, Royal Navy, Washed Blue",150,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/breezylinenpivot.html,https://outlier.nyc/productentries/products/breezylinenpivot/203-Outlier-BreezyLinenPivot-darkstorm.jpg,
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2017-04-13,"Black, Dark Midnight",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,https://outlier.nyc/productentries/products/ultrafinet/201-Outlier-UltrafineMerinoTshirt-DarkMidnight.jpg,
Workworks,Pants,Clothes,Workcloth,2017-04-11,"Phase Gray, Darkindigo",248,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/workworks.html,https://outlier.nyc/productentries/products/workworks/203-Outlier-Workworks-phasegray.jpg,
OG Free Ways,Shorts,Clothes,OG,2017-04-11,"Sepia, Stone Blue, Navy Slate, Black, Steel",175,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/og-free-ways.html,https://outlier.nyc/productentries/products/ogfreeways/206-Outlier-OGFreeways-sepia.jpg,
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2017-04-11,"Medium Gray, Tobacco",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,https://outlier.nyc/productentries/products/ultrafinemerinotshirt/202-Outlier-UltrafineMerinoTshirt-tobacco.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2017-04-04,Phase Gray,198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,https://outlier.nyc/productentries/products/slimdungarees/201-Outlier-SlimDungarees-phasegray-flat.jpg,
Supermarine Rollie,Bag,Accessory,Supermarine,2017-04-04,"Black, Olive",88,FALSE,FALSE,Unisex,https://shop.outlier.nyc/shop/retail/supermarine-rollie.html,https://outlier.nyc/productentries/products/supermarinerollie/103-Outlier-SupermarineRollie-olive-flat.jpg,
Supermarine Fuck It Hat,Hat,Accessory,Supermarine,2017-04-04,"Black, Olive",198,TRUE,FALSE,Unisex,https://shop.outlier.nyc/shop/retail/supermarine-fuck-it-hat.html,https://outlier.nyc/productentries/products/supermarinefuckithat/202-Outlier-SupermarineFuckItHat-black-top.jpg,
GD Cottonweight Merino T-Shirt,T-Shirt,Clothes,Cottonweight Merino,2017-03-28,"GD Cobalt, GD Lilac",98,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/gd-cottonweight-merino-tshirt.html,https://outlier.nyc/productentries/products/gdcottonweighttshirt/201-Outlier-GDCottonweightTshirt-GDLilac-prod.jpg,
Runweight Merino Sleeveless Shirt,Tank Top,Clothes,Runweight Merino,2017-03-28,"Midnight Navy, Coffee, Cloudshadow",75,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/runweight-merino-sleeveless-shirt.html,https://outlier.nyc/productentries/products/runweightmerinosleeveless/203-Outlier-RunweightMerinoSleeveless-coffee.jpg,
Ultralight Split Mids,Shorts,Clothes,Ultralight,2017-03-28,"Whitetint Gray, Cloudshadow, Midnight, Dark Rust, Black",175,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/ultralight-split-mids.html,https://outlier.nyc/productentries/products/ultralightsplitmids/206-Outlier-UltralightSplitShorts-darkrust.jpg,
60/30 Chinos,Pants,Clothes,“60/30”,2017-03-21,"Dark Brown, Marine",248,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,https://outlier.nyc/productentries/products/6030chino/201-Outlier-6030Chino-newcopper.jpg,
Experiment 020 - Clean Way Shorts,Shorts,Clothes,F. Cloth,2017-03-21,"Sandstorm, Deep Gray, Cobalt, Washed Indigo, Shademaroon",155,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/experiment-020-clean-way-shorts.html,https://outlier.nyc/productentries/products/cleanwayshorts/206-Outlier-CleanWayShorts-sandstorm.jpg,
Ramielust T-Shirt,T-Shirt,Clothes,Ramie,2017-03-21,"Black, Olive, Navy",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ramielust-tshirt.html,https://outlier.nyc/productentries/products/ramielusttshirt/203-Outlier-RamieLustT-olive.jpg,
New Way Shorts,Shorts,Clothes,F. Cloth,2017-03-21,"Brown, Zinc",120,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,https://outlier.nyc/productentries/products/newwayshorts/203-Outlier-NewWayShorts-brown.jpg,
Breezy Linen Short Sleeve,Shirt,Clothes,Linen,2017-03-14,"Chambray, Lavender, Natural, Pale Blue, White",125,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/breezy-linen-short-sleeve.html,https://outlier.nyc/productentries/products/breezylinenshortsleeve/203-Outlier-BreezyLinenShortSleeve-chambray.jpg,
Strongworks,Pants,Clothes,Strongtwill,2017-03-14,Near Black,160,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/strongworks.html,https://outlier.nyc/productentries/products/strongworks/201-Outlier-Strongworks-nearblack.jpg,
New Way Shorts,Shorts,Clothes,F. Cloth,2017-03-14,"Marine, Sandstorm",120,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,https://outlier.nyc/productentries/products/newwayshorts/204-Outlier-NewWayShorts-Marine.jpg,
60/30 Chinos,Pants,Clothes,“60/30”,2017-03-09,"Midnight Navy, Bluegray, Taupe Tan, New Copper",248,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,https://outlier.nyc/productentries/products/6030chino/201-Outlier-6030Chino-newcopper.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2017-03-07,"Charcoal, Maroonshadow",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,https://outlier.nyc/productentries/products/SlimDungarees/204-OUTLIER-SlimDungarees-MaroonShadow.jpg,
Breezy Linen Pivot,Shirt,Clothes,Linen,2017-03-07,"Dark Cork, Graphite, Light Blue, Natural, White",150,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/breezylinenpivot.html,https://outlier.nyc/productentries/products/breezylinenpivot/203-Outlier-BreezyLinenPivot-darkcork.jpg,
Ultralight Track Pants,Sweatpants,Clothes,Ultralight,2017-03-07,"Black, Cloudshadow, Dark Rust, Midnight, Whitetint Gray",198,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/ultralight-track-pants.html,https://outlier.nyc/productentries/products/ultralighttrackpants/204-Outlier-UltralightTrackPants-darkrust.jpg,
Ultralight Track Jacket,Outerwear,Clothes,Ultralight,2017-03-07,"Black, Cloudshadow, Dark Rust, Midnight, Whitetint Gray",295,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/ultralight-track-jacket.html,https://outlier.nyc/productentries/products/ultralighttrackjacket/204-Outlier-UltralightTrackJacket-darkrust.jpg,
New Way Shorts,Shorts,Clothes,F. Cloth,2017-03-02,Dark Navy,120,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,https://outlier.nyc/productentries/products/newwayshorts/203-Outlier-NewWayShorts-DarkNavy.jpg,
Strong Dungarees,Pants,Clothes,Strongtwill,2017-02-28,Off Black,175,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/strong-dungarees.html,https://outlier.nyc/productentries/products/strongdungarees/201-Outlier-StrongDungarees-offblack.jpg,
Runweight Merino V-Neck,T-Shirt,Clothes,Runweight Merino,2017-02-23,"Midnight Navy, Coffee, Cloudshadow",85,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-merino-v-neck.html,https://outlier.nyc/productentries/products/runweightmerinotshirt/201-Outlier-RunweightMerinoTshirt-coffee.jpg,
Runweight Merino Long Sleeve,T-Shirt,Clothes,Runweight Merino,2017-02-23,"Midnight Navy, Coffee, Cloudshadow",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-merino-long-sleeve.html,https://outlier.nyc/productentries/products/runweightmerinolongsleeve/201-Outlier-RunweightMerinoLongSleeve-coffee.jpg,
Runweight Merino T-Shirt,T-Shirt,Clothes,Runweight Merino,2017-02-23,"Midnight Navy, Coffee, Cloudshadow",75,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-merino-tshirt.html,https://outlier.nyc/productentries/products/runweightmerinovneck/201-Outlier-RunweightMerinoVNeck-coffee.jpg,
Freecotton Button-up,Shirt,Clothes,Freecotton,2017-02-23,"Pale Blue, Navy",165,TRUE,FALSE,Men,http://shop.outlier.nyc/shop/retail/freecotton-button-up.html,https://outlier.nyc/productentries/products/freecottonbuttonup/203-Outlier-FreecottonButtonUp-paleblue.jpg,
60/30 Jacket,Outerwear,Clothes,“60/30”,2017-02-21,"Black Navy, Charcoal",420,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/6030-jacket.html,https://outlier.nyc/productentries/products/6030jacket/203-Outlier-6030Jacket-charcoal.jpg,
"Wool 6,6 Hard Shirt",Shirt,Clothes,"Wool 6,6",2017-02-14,Black/Navy,325,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/wool-66-hard-shirt.html,https://outlier.nyc/productentries/products/wool66hardshirt/201-Outlier-Wool66HardShirt-front.jpg,
OG Climbers,Pants,Clothes,OG,2017-02-14,"Black, Navy Slate, Stone Blue, Charcoal",198,TRUE,FALSE,Men,http://shop.outlier.nyc/shop/retail/og-climbers.html,https://outlier.nyc/productentries/products/OGclimbers/205-Outlier-OGClimbers-stoneblue.jpg,
GD Cottonweight Merino T-Shirt,T-Shirt,Clothes,Cottonweight Merino,2017-02-07,"GD Dark Olive, GD Light Olive",98,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/gd-cottonweight-merino-tshirt.html,https://outlier.nyc/productentries/products/gdcottonweighttshirt/201-Outlier-GDCottonweightTshirt-GDLightOlive.jpg,
"Wool 6,6 Paratroopers",Pants,Clothes,"Wool 6,6",2017-02-07,Black/Navy,248,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/wool-66-paratroopers.html,https://outlier.nyc/productentries/products/wool66paratroopers/201-Outlier-Wool66Paratroopers-front.jpg,
Slim Dungarees (Long),Pants,Clothes,Workcloth,2017-01-31,Darkindigo,198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees2015/202-OUTLIER-SlimDungarees-BluetintR.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2017-01-31,"Darkindigo, Charred Earth",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,https://outlier.nyc/productentries/products/slimdungarees/201-Outlier-SlimDungarees-charredearth.jpg,
Co/Weight Crewneck Sweatshirt,Sweatshirt,Clothes,Co/Weight Cotton,2017-01-31,Black,198,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/coweight-crewneck-sweatshirt.html,https://outlier.nyc/productentries/products/coweightcrewnecksweatshirt/201-Outlier-CoWeightCrewneckSweatshirt-flat-front.jpg,
Strongwool Snap Bandana,Bandana,Accessory,Strongwool Fleece,2017-01-24,"Light Gray, Dark Gray",88,FALSE,FALSE,Unisex,http://shop.outlier.nyc/shop/retail/strongwool-snap-bandana.html,https://outlier.nyc/productentries/products/strongwoolsnapbandana/201-Outlier-StrongwoolSnapBandana-lightgray.jpg,
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2017-01-24,"Brutal Tan, Dark Navy",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,https://outlier.nyc/productentries/products/ultrafinemerinotshirt/201-Outlier-UltrafineMerinoTshirt-brutaltan.jpg,
Doublefine Merino Balaclava,Balaclava,Accessory,Merino,2017-01-17,"Brutal Tan, Black/Tan",75,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/doublefine-merino-balaclava.html,https://outlier.nyc/productentries/products/doublefinebalaclava/204-Outlier-DoublefineMerinoBalaclava-brutaltan.jpg,
Experiment 018 - Long Sleeve Balaclava,Shirt,Clothes,Merino,2017-01-17,Black,225,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/experiment-018-long-sleeve-balaclava.html,https://outlier.nyc/productentries/products/longsleevebalaclava/201-Outlier-LongSleeveBalaclava-flat-front.jpg,
S120 A-Vent Shirt,Shirt,Clothes,S120 Twill,2017-01-10,Black,275,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/s120-a-vent-shirt.html,https://outlier.nyc/productentries/products/s120aventshirt/201-Outlier-S120A-VentShirt-flat-front.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2017-01-10,Black,198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,https://outlier.nyc/productentries/products/slimdungarees/%20/201-OUTLIER-SlimDungarees-Black.jpg,
Megafine Merino Socks,Socks,Clothes,Merino,2016-12-22,Black,21,TRUE,FALSE,Unisex,http://shop.outlier.cc/retail/megafinesock.html,https://outlier.nyc/productentries/products/megafinesocks/201-Outlier-MegafineMerinoSocks-2color.jpg,
60/30 Chinos,Pants,Clothes,“60/30”,2016-12-22,"Olive, Earth Taupe",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,https://outlier.nyc/productentries/products/6030chino/204-Outlier-Flats-6030chinos-olive-front.jpg,
Blackmerino Pivot,Shirt,Clothes,Merino,2016-12-20,Black,295,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/blackmerino-pivot.html,https://outlier.nyc/productentries/products/blackmerinopivot/201-Outlier-BlackmerinoPivot-flat-front.jpg,
Futureworks,Pants,Clothes,F. Cloth,2016-12-13,"Deep Gray, Dark Navy",140,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,https://outlier.nyc/productentries/products/futureworks/204-OUTLIER-Futureworks-Gray.jpg,
Co/Weight Pocket Tee,T-Shirt,Clothes,Co/Weight Cotton,2016-12-13,Black,188,TRUE,FALSE,Men,http://shop.outlier.nyc/shop/retail/coweight-pocket-tee.html,https://outlier.nyc/productentries/products/coweightpockettee/201-Outlier-CoWeightPocketTee-flat-front.jpg,
Co/Weight Merino Zip Front Hoodie,Hoodie,Clothes,Co/Weight Cotton,2016-12-13,Black,275,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/coweight-merino-zip-front-hoodie.html,https://outlier.nyc/productentries/products/coweightzipfront/201-Outlier-CoWeightMerinoZipFrontHoodie-black-front.jpg,
Co/Weight Merino Pullover Hoodie,Hoodie,Clothes,Co/Weight Cotton,2016-12-13,Black,225,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/coweight-merino-pullover-hoodie.html,https://outlier.nyc/productentries/products/coweightpullover/201-Outlier-CoWeightPulloverHoodie-black-front.jpg,
Heavyweight Freeshell,Outerwear,Clothes,Heavyweight Doubleweave,2016-12-13,Navy Slate,480,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/heavyweight-freeshell.html,https://outlier.nyc/productentries/products/heavyweightfreeshell/201-Outlier-HeavyweightFreeshell-flat-front.jpg,
Experiment 016 - The Purling,Outerwear,Clothes,Purling Fleece,2016-12-08,Dark Olive Drab,1450,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/experiment-016-the-purling.html,https://outlier.nyc/productentries/products/thepurling/103-Outlier-ThePurling-toonz.jpg,
Futuretapers,Pants,Clothes,F. Cloth,2016-12-06,"Deep Gray, Dark Navy",140,TRUE,FALSE,Men,http://shop.outlier.nyc/shop/retail/futuretapers.html,https://outlier.nyc/productentries/products/futuretapers/201-Outlier-Futuretapers-black-front.jpg,
Rolltop Dopp,Dopp Kit,Accessory,Dyneema,2016-12-06,Black,150,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/rolltop-dopp.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/101-outlier-duffledop-lead.jpg,
Double Action Strap,Strap,Accessory,Zotefoams,2016-12-06,Black,125,FALSE,FALSE,Unisex,http://shop.outlier.nyc/shop/retail/double-action-strap.html,https://outlier.nyc/productentries/products/doubleactionstrap/103-Outlier-DoubleActionStrap-dubaction.jpg,
Ultrahigh Duffelpack,Backpack,Accessory,Dyneema,2016-12-06,Black,750,FALSE,FALSE,Unisex,http://shop.outlier.nyc/shop/retail/ultrahigh-dufflepack.html,https://outlier.nyc/productentries/products/ultrahighdufflepack/101-Outlier-UltrahighDufflepack-lead.jpg,
Hardcore Hooded Bomber,Outerwear,Clothes,Supermarine,2016-12-06,"Black, Olive",950,FALSE,FALSE,Men,http://shop.outlier.nyc/shop/retail/hardcore-hooded-bomber.html,https://outlier.nyc/productentries/products/hardcorehoodedbomber/201-Outlier-HardcoreHoodedBomber-black.jpg,
Co/Weight Merino Pullover Hoodie,Hoodie,Clothes,Co/Weight Cotton,2016-12-01,Black,225,TRUE,FALSE,Men,https://shop.outlier.nyc/shop/retail/coweight-merino-pullover-hoodie.html,https://outlier.nyc/productentries/products/coweightpullover/201-Outlier-CoWeightPulloverHoodie-black-front.jpg,
Strongwool Funnelneck Fleece,Sweater,Clothes,Strongwool Fleece,2016-12-01,"Dark Gray, Light Gray",325,TRUE,FALSE,Men,http://shop.outlier.nyc/shop/retail/strongwool-funnelneck-fleece.html,https://outlier.nyc/productentries/products/funnelneckfleece/203-Outlier-StrongwoolFunnelNeckFleece-darkgray.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2016-12-01,Bluetint Gray,198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,https://outlier.nyc/productentries/products/slimdungarees2015/203-OUTLIER-SlimDungarees-BluetintGray.jpg,
Merino Triangle,Scarf,Accessory,Merino,2016-11-29,"Black, Navy, Gray Sky, Deep Gray",75,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/merino-triangle.html,https://outlier.nyc/productentries/products/merinotriangle/203-Outlier-MerinoTriangle-deepgray-flat.jpg,
Key Piece,Keychain,Accessory,Nylon,2016-11-29,Black,25,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/key-piece.html,http://outlier.cc/productentries/products/keypiece/104-OUTLIER-KeyPiece.jpg,
Grid Linen Towel S,Towel,Accessory,Linen,2016-11-29,"Marine, Concrete, Medium Gray",25,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,https://outlier.nyc/productentries/products/gridlinentowel/204-Outlier-GridLinenTowel-shadytan.jpg,
Grid Linen Towel M,Towel,Accessory,Linen,2016-11-29,"Marine, Concrete, Medium Gray",36,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,https://outlier.nyc/productentries/products/gridlinentowel/204-Outlier-GridLinenTowel-shadytan.jpg,
Grid Linen Towel L,Towel,Accessory,Linen,2016-11-29,"Marine, Concrete, Medium Gray",50,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,https://outlier.nyc/productentries/products/gridlinentowel/204-Outlier-GridLinenTowel-shadytan.jpg,
Grid Linen Towel XL,Towel,Accessory,Linen,2016-11-29,"Marine, Concrete, Medium Gray",88,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,https://outlier.nyc/productentries/products/gridlinentowel/204-Outlier-GridLinenTowel-shadytan.jpg,
Ultrahigh Flatpack L,Pouch,Accessory,Dyneema,2016-11-29,Black,65,TRUE,FALSE,Unisex,http://shop.outlier.nyc/shop/retail/ultrahigh-flat-pack.html,http://outlier.nyc/productentries/products/ultrahighflatpack/108-Outlier-UHFlatPacks-notepad.jpg,
Ultrahigh Flatpack M,Pouch,Accessory,Dyneema,2016-11-29,Black,55,TRUE,FALSE,Unisex,http://shop.outlier.nyc/shop/retail/ultrahigh-flat-pack.html,http://outlier.nyc/productentries/products/ultrahighflatpack/106-Outlier-UHFlatPacks-notebook.jpg,
